cID,SMILES,1,3,4,5,7,8,9,10,13,14,16,38,39,40,41,42,43,44,46,47,49,50
1658,FC(F)(F)c1cc(Nc2ccccc2-c2nnn[nH]2)cc(OC2CC2)c1,,,,,,,,,,1.0,,,,,,,,,,,,
1659,Cc1cc(Nc2ccccc2-c2nnn[nH]2)cc(C(F)(F)F)c1,,,,,,,,,,1.0,,,,,,,,,,,,
1660,C1=CC(=CC(=C1)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=O)O)C(F)(F)F,,,,,,,,,,1.0,,,,,,,,,,,,
1661,COc1ccc(Nc2ccccc2C(=O)[O-])cc1OCc1ccc(Cl)cc1,,,,,,,,,,1.0,,,,,,,,,,,,
1662,COc1ccc(Nc2ccccc2C(=O)[O-])cc1OCc1cccc(F)c1,,,,,,,,,,1.0,,,,,,,,,,,,
1663,COc1cccc(COc2cc(Nc3ccccc3C(=O)[O-])ccc2OC)c1,,,,,,,,,,1.0,,,,,,,,,,,,
1664,O=C([O-])c1ccccc1Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1Cl,,,,,,,,,,1.0,,,,,,,,,,,,
1665,FC(F)(F)c1cc(Nc2ccccc2-c2nnn[n-]2)c(Cl)c(C(F)(F)F)c1,,,,,,,,,,1.0,,,,,,,,,,,,
1666,Cc1ccc(Nc2ccccc2C(=O)[O-])cc1OCc1ccc(Cl)cc1,,,,,,,,,,1.0,,,,,,,,,,,,
1667,COc1cccc(COc2cc(Nc3ccccc3C(=O)[O-])ccc2C)c1,,,,,,,,,,1.0,,,,,,,,,,,,
1668,Cc1ccc(Nc2ccccc2C(=O)[O-])cc1OCc1cccc(F)c1,,,,,,,,,,1.0,,,,,,,,,,,,
1669,O=C([O-])c1ccccc1Nc1cccc(OCc2ccc(Cl)cc2)c1,,,,,,,,,,1.0,,,,,,,,,,,,
1670,COc1cccc(COc2cccc(Nc3ccccc3C(=O)[O-])c2)c1,,,,,,,,,,1.0,,,,,,,,,,,,
1671,O=C([O-])c1ccccc1Nc1cccc(OCc2cccc(F)c2)c1,,,,,,,,,,1.0,,,,,,,,,,,,
1672,NS(=O)(=O)c1ccccc1Nc1cccc(OCc2ccccc2)c1,,,,,,,,,,1.0,,,,,,,,,,,,
1673,C1=CC=C(C(=C1)C(=O)N)NC2=CC=CC(=C2)C(F)(F)F,,,,,,,,,,1.0,,,,,,,,,,,,
1674,O=Cc1ccc(Cl)cc1Nc1ccccc1C(=O)O,,,,,,,,,,1.0,,,,,,,,,,,,
1675,COC(=O)c1cccc(C(=O)O)c1Nc1cccc(C(F)(F)F)c1,,,,,,,,,,1.0,,,,,,,,,,,,
1676,O=C(O)c1ccccc1Nc1cc(C#CC2CC2)cc(C(F)(F)F)c1,,,,,,,,,,1.0,,,,,,,,,,,,
1677,CCCCc1cc2cccc(C(=O)O)c2n1-c1cccc(C(F)(F)F)c1,,,,,,,,,,1.0,,,,,,,,,,,,
1678,Oc1cc(-c2ccccc2Nc2cccc(C(F)(F)F)c2)on1,,,,,,,,,,1.0,,,,,,,,,,,,
1679,CCCCC#Cc1ccc(Nc2ccccc2C(=O)O)cc1C(F)(F)F,,,,,,,,,,1.0,,,,,,,,,,,,
1680,CC#Cc1ccc(Nc2ccccc2C(=O)O)cc1C(F)(F)F,,,,,,,,,,1.0,,,,,,,,,,,,
1681,CCCCCNC(=O)c1ccc(Nc2ccccc2C(=O)O)cc1C(F)(F)F,,,,,,,,,,1.0,,,,,,,,,,,,
1682,FC(F)(F)c1cc(-c2ccccc2)nc(Nc2ccccc2-c2nnn[nH]2)n1,,,,,,,,,,1.0,,,,,,,,,,,,
1683,COC(=O)C1=CC=CC=C1NC2=CC=CC(=C2)C(F)(F)F,,,,,,,,,,1.0,,,,,,,,,,,,
1684,FC(F)(F)c1cccc(Nc2ccccc2-c2cnoc2)c1,,,,,,,,,,1.0,,,,,,,,,,,,
1685,FC(F)(F)c1cccc(Nc2ccccc2-c2cnn[nH]2)c1,,,,,,,,,,1.0,,,,,,,,,,,,
1686,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CCCCC34,,,,,,,,,,1.0,,,,,,,,,,,,
1687,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,,,,,,,,,,1.0,,,,,,,,,,,,
1688,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F.C(C(C(=O)O)O)C(=O)O,,,,,,,,,,1.0,,,,,,,,,,,,
1689,CCC12CCC3C(C1C=CC2(C#C)O)CCC4=CC(=O)CCC34,,,,,,,,,,1.0,,,,,,,,,,,,
1690,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F,,,,,,,,,,1.0,,,,,,,,,,,,
1691,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC)C,,,,,,,,,,1.0,,,,,,,,,,,,
1692,CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,,,,,,,,,,1.0,,,,,,,,,,,,
1693,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,,,,,,,,,,1.0,,,,,,,,,,,,
1694,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,,,,,,,,,,1.0,,,,,,,,,,,,
1695,CC1=C(NC(=C1CCC(=O)O)C)C=C2C3=CC=CC=C3NC2=O,,,,,,,,,,1.0,,,,,,,,,,,,
1696,COC1=C(C=C(C=C1)C=CC2=CC(=C(C(=C2)OC)OC)OC)OP(=O)([O-])[O-].[Na+].[Na+],,,,,,,,,,1.0,,,,,,,,,,,,
1697,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O.CS(=O)(=O)O,,,,,,,,,,1.0,,,,,,,,,,,,
1698,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O,,,,,,,,,,1.0,,,,,,,,,,,,
1699,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,,,,,,,,,,1.0,,,,,,,,,,,,
1700,CCOC(=O)NC1CCC2C(C1)CC3C(C2C=CC4=NC=C(C=C4)C5=CC(=CC=C5)F)C(OC3=O)C,,,,,,,,,,1.0,,,,,,,,,,,,
1701,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,,,,,,,,,,1.0,,,,,,,,,,,,
1702,CC12CCC3C(C1CCC2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CCC5C3(C=CC(=O)N5)C,,,,,,,,,,1.0,,,,,,,,,,,,
1703,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)[O-])Cl.[Na+],,,,,,,,,,1.0,,,,,,,,,,,,
1704,CC1=C(C=CC=C1NC2=C(C=CC=N2)C(=O)O)C(F)(F)F.CNCC(C(C(C(CO)O)O)O)O,,,,,,,,,,1.0,,,,,,,,,,,,
1705,CC1CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C,,,,,,,,,,1.0,,,,,,,,,,,,
1706,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,,,,,,,,,,1.0,,,,,,,,,,,,
1707,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O,,,,,,,,,,1.0,,,,,,,,,,,,
1708,CC(C1=NC(=CS1)C2=CC=C(C=C2)C#N)C(CN3C=NC=N3)(C4=C(C=CC(=C4)F)F)O,,,,,,,,,,1.0,,,,,,,,,,,,
1709,CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C,,,,,,,,,,1.0,,,,,,,,,,,,
1710,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,,,,,,,,,,1.0,,,,,,,,,,,,
1711,CC1CN(CC(O1)C)C2=NC=C(C=C2)NC(=O)C3=CC=CC(=C3C)C4=CC=C(C=C4)OC(F)(F)F.OP(=O)(O)O.OP(=O)(O)O,,,,,,,,,,1.0,,,,,,,,,,,,
1712,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)CCl,,,,,,,,,,1.0,,,,,,,,,,,,
1713,C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl.[N+](=O)(O)[O-],,,,,,,,,,1.0,,,,,,,,,,,,
1714,CCCOC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,,,,,,,,,,1.0,,,,,,,,,,,,
1715,CCOC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C(=O)OCCl,,,,,,,,,,1.0,,,,,,,,,,,,
1716,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC.C(C(C(=O)O)O)(C(=O)O)O.C(C(C(=O)O)O)(C(=O)O)O,,,,,,,,,,1.0,,,,,,,,,,,,
1717,CC(=O)OCC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,,,,,,,,,,1.0,,,,,,,,,,,,
1718,COC1=CC2=C(C=CN=C2C=C1OCCCN3CCOCC3)OC4=C(C=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F,,,,,,,,,,1.0,,,,,,,,,,,,
1719,C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-],,,,,,,,,,1.0,,,,,,,,,,,,
1720,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4N5C=NC6=CC=CC=C65)C)O,,,,,,,,,,1.0,,,,,,,,,,,,
1721,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,,,,,,,,,,1.0,,,,,,,,,,,,
