,AATS1i,ATSC4d,ATSC4s,ATSC4pe,ATSC7are,ATSC3i,MATS3s,GATS3v,GATS1i,VR2_Dzm,Xpc-5dv,AXp-1dv,Mv,SIC4,EState_VSA7,AMID_C,GGI7,1,3,4,5,7,8,9,10,13,14,16,38,39,40,41,42,43,44,46,47,49,50,association
N=C(N)Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,0.6992804014951639,0.7249454246860668,0.7679518522998032,0.8253122828653475,0.691613065039165,0.5509124240473494,0.681185645473295,0.3196338870524823,0.4959988009154308,0.3712510794351668,0.06278179592872225,0.5896032907362175,0.34047508128582515,0.8084030345352701,0.06810788111522059,0.2100743376138466,0.03171133338606571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
OC[C@H]1O[C@@H](Oc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O,0.3681940803118862,0.739892051030422,0.6732910926683429,0.6686418018254173,0.5913553359681837,0.48467531211646747,0.9157184579150728,0.2669527987193124,0.40903294841030263,0.3792742545220226,0.05001961796090392,0.15517324895897736,0.2328499778407459,0.943184723856965,0.0,0.6020324945962453,0.03734890376581073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
OC[C@H]1O[C@@H](O[C@@]2(CCl)O[C@@H](CCl)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1Cl,0.43076319998017065,0.6609479693087573,0.5864931937433703,0.6173921708496456,0.5851400965564817,0.5116547946785904,0.8917025524448372,0.19577967281420014,0.5916832711040524,0.4497631567959889,0.15031144940895974,0.3171883735794328,0.28540891700269144,0.9349103691680609,0.0,0.3983282422255468,0.10694125853006105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
O=C(N[C@@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0.48028007582626,0.7726194492149167,0.5982603300954008,0.5974130578494257,0.6564919168716361,0.5102837258077294,0.8162347696720488,0.2752292110850018,0.39622165017070393,0.3788892145794243,0.050501437874402415,0.22502965254852256,0.45285200481154697,0.9385778086839724,0.0,0.42827040744763034,0.05567100749998203,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
OC[C@@H]1O[C@H](Oc2ccc(O)cc2)[C@H](O)[C@H](O)[C@@H]1O,0.4052912469904564,0.7493012757605496,0.6442015133933655,0.6327261057623276,0.6454127654769345,0.4663638237077711,0.878385344008925,0.3046600186825153,0.39949412988697186,0.39398880527185637,0.05278704260864226,0.13026632164613006,0.2431559101000508,0.9452580098672189,0.0,0.5543289756152929,0.05355691860757765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
N#C[C@H](O[C@H]1O[C@@H](CO[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@H]1O)c1ccccc1,0.3934654129295733,0.7129066270027761,0.6498498008937926,0.6140970103791779,0.5570118293032699,0.4646474089256469,0.9147607110637854,0.3193846453039903,0.45205944148924326,0.5552413985088996,0.10608707250997876,0.14445738005649372,0.24119536174494818,0.801793076491205,0.07683215257316078,0.5500136608825484,0.1504526595094451,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
NC(=N\CCCCCC/N=C(N)/N=C(\N)Nc1ccc(Cl)cc1)/N=C(\N)Nc1ccc(Cl)cc1,0.6182374906070095,0.709471602060844,0.7275590039300941,0.7653267262222485,0.5765176866617165,0.3582044878735524,0.7540769072501705,0.264647302467178,0.5308839586971511,0.533150706183332,0.045285451209061404,0.24141716185288312,0.2884780785822128,0.46255582598476824,0.0,0.5617848666143199,0.05567100749998203,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
CC=C1C(O)OC=C(C(=O)OC)C1CC(=O)OCCc1ccc(O)c(O)c1,0.28049355690391353,0.6720089642073408,0.5231871249425722,0.557106512937987,0.4004560298854856,0.37003940905853866,0.8356332623515779,0.40104069897697486,0.42255510071158475,0.4767428546318625,0.08317127736553041,0.15317624266115176,0.2979095892460675,0.8436339500078004,0.0,0.6426424633250846,0.052499874161375464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
C/C=C(/C=O)[C@@](C)(CC(=O)O)CC(=O)OCCc1ccc(O)cc1,0.23253301323646353,0.6926229614637576,0.6569346259261831,0.7574235453291817,0.4399492934232833,0.4292968873573975,0.7545265672878142,0.509068546141883,0.4028182936543319,0.42297051074620484,0.10882240375274764,0.21052417664974485,0.2579644681506915,0.8306875859592275,0.0,0.6857115335256113,0.050033437120237015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
O=C(N[C@@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0.48028007582626,0.7726194492149167,0.5982603300954008,0.5974130578494257,0.6564919168716361,0.5102837258077294,0.8162347696720488,0.2752292110850018,0.39622165017070393,0.3788892145794243,0.050501437874402415,0.22502965254852256,0.45285200481154697,0.9385778086839724,0.0,0.42827040744763034,0.05567100749998203,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0
CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCC(=O)O,0.19051273089139367,0.8038971906230599,0.6674521034183607,0.6950118445383892,0.6124545824722096,0.5228868928371423,0.7933102211292419,0.28394568524261626,0.41984607353026204,0.39603009412719753,0.0011800437085279951,0.42607962654658615,0.12160793170395182,0.2390192598280304,0.15383644122579432,0.8987860797098643,0.012684533354426285,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
CCOC(=O)c1ccc(O)c(OC)c1,0.2863811221835736,0.7129721678638414,0.5949477274136101,0.5887965708702384,0.518952166585246,0.5028340460124822,0.865567098894568,0.16266395585951868,0.475522510581395,0.3026240528576957,0.02438129882082775,0.168616971084781,0.27634556752974704,0.768612285490675,0.0,0.6304704078565704,0.018322103734171286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCC(=O)O,0.19051273089139367,0.8038971906230599,0.6674521034183607,0.6950118445383892,0.6124545824722096,0.5228868928371423,0.7933102211292419,0.28394568524261626,0.41984607353026204,0.39603009412719753,0.0011800437085279951,0.42607962654658615,0.12160793170395182,0.2390192598280304,0.15383644122579432,0.8987860797098643,0.012684533354426285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
OC[C@@H]1O[C@H](Oc2ccc(O)cc2)[C@H](O)[C@H](O)[C@@H]1O,0.4052912469904564,0.7493012757605496,0.6442015133933655,0.6327261057623276,0.6454127654769345,0.4663638237077711,0.878385344008925,0.3046600186825153,0.39949412988697186,0.39398880527185637,0.05278704260864226,0.13026632164613006,0.2431559101000508,0.9452580098672189,0.0,0.5543289756152929,0.05355691860757765,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
OC[C@H]1O[C@@H](Oc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O,0.3681940803118862,0.739892051030422,0.6732910926683429,0.6686418018254173,0.5913553359681837,0.48467531211646747,0.9157184579150728,0.2669527987193124,0.40903294841030263,0.3792742545220226,0.05001961796090392,0.15517324895897736,0.2328499778407459,0.943184723856965,0.0,0.6020324945962453,0.03734890376581073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
C=CC/C(=N\OS(=O)(=O)O)S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.4268379691134207,0.7209341705491777,0.6749007215923127,0.662206511752335,0.6203918985430268,0.5567688782768763,0.8803871925403648,0.27160053330352124,0.4935044667141001,0.41770824323984357,0.09148312791023465,0.39090079947287937,0.2768204115836374,0.8808092238019863,0.0,0.2800823712567771,0.08738234088604774,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
C/C=C1/[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)OCCc1ccc(O)c(O)c1,0.34072441205261667,0.680667320902846,0.5385352880593705,0.5245617494064355,0.3827030759623225,0.3661672637096582,0.8727705745488186,0.3628506370185395,0.4661977886870014,0.615221425635881,0.13014136753565914,0.14964718245401434,0.2567349317768544,0.8768275868176759,0.0,0.5883832812176785,0.16243249656640324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,0.6559115829368392,0.6463015558824675,0.6873674559490311,0.5427873400963938,0.4725300190710061,0.3901566697389375,0.8843959016898233,0.4074059485674459,0.56078850709939,0.5625171063762782,0.1527115192801022,0.21266230102766143,0.05864432476753812,0.8251276506387542,0.0,0.46525687550033096,0.20260018552208647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
CC(=O)OC[C@@H]1O[C@](COC(C)=O)(O[C@@H]2O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,0.3365262102130401,0.7481746810598627,0.4621526752877042,0.5593605755151032,0.74200157736399,1.0,0.6559233420560824,0.12512545411293946,0.734029990622696,0.6981147858369487,0.16124475061672391,0.1447325449329176,0.2452939974276117,0.2715762467932527,0.0,0.47366145055426856,0.3865331099398132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1,0.2878301413907952,0.6539822056609714,0.6706645125622549,0.7065609673185367,0.5990603240067462,0.4641682014300099,0.7916629546551983,0.43345640760305104,0.5434620761874133,0.4476369169927335,0.15251791520208344,0.33263805646183014,0.16612770097429364,0.6680265577148493,0.4824835469930052,0.8498909131175406,0.07293606678795114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
CC(=O)OC[C@@H]1O[C@](COC(C)=O)(O[C@@H]2O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,0.3365262102130401,0.7481746810598627,0.4621526752877042,0.5593605755151032,0.74200157736399,1.0,0.6559233420560824,0.12512545411293946,0.734029990622696,0.6981147858369487,0.16124475061672391,0.1447325449329176,0.2452939974276117,0.2715762467932527,0.0,0.47366145055426856,0.3865331099398132,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O,0.5084413646665412,0.8440623754140089,0.5631965890945301,0.6359382374876474,0.764166442647184,0.28628491670129563,0.8265831224049321,0.7618362578932484,0.640901873106426,0.2830022270714885,0.0513852789721091,0.24841603770924015,0.07945774260156152,0.6389945254718729,0.0,0.44485090018163703,0.038053600063278854,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
CCOC(=O)c1ccc(O)c(OC)c1,0.2863811221835736,0.7129721678638414,0.5949477274136101,0.5887965708702384,0.518952166585246,0.5028340460124822,0.865567098894568,0.16266395585951868,0.475522510581395,0.3026240528576957,0.02438129882082775,0.168616971084781,0.27634556752974704,0.768612285490675,0.0,0.6304704078565704,0.018322103734171286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
N#C[C@H](O[C@H]1O[C@@H](CO[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@H]1O)c1ccccc1,0.3934654129295733,0.7129066270027761,0.6498498008937926,0.6140970103791779,0.5570118293032699,0.4646474089256469,0.9147607110637854,0.3193846453039903,0.45205944148924326,0.5552413985088996,0.10608707250997876,0.14445738005649372,0.24119536174494818,0.801793076491205,0.07683215257316078,0.5500136608825484,0.1504526595094451,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O,0.5084413646665412,0.8440623754140089,0.5631965890945301,0.6359382374876474,0.764166442647184,0.28628491670129563,0.8265831224049321,0.7618362578932484,0.640901873106426,0.2830022270714885,0.0513852789721091,0.24841603770924015,0.07945774260156152,0.6389945254718729,0.0,0.44485090018163703,0.038053600063278854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
C/C=C1/[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)OCCc1ccc(O)c(O)c1,0.34072441205261667,0.680667320902846,0.5385352880593705,0.5245617494064355,0.3827030759623225,0.3661672637096582,0.8727705745488186,0.3628506370185395,0.4661977886870014,0.615221425635881,0.13014136753565914,0.14964718245401434,0.2567349317768544,0.8768275868176759,0.0,0.5883832812176785,0.16243249656640324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
CCN(CC)CC(=O)Nc1c(C)cccc1C,0.3548514529982624,0.6765930876786165,0.6668725875673545,0.6900200607441723,0.5990519922984574,0.5897963758179383,0.8111897027876941,0.3476219315426732,0.621889894653273,0.34239599173519153,0.061761507466764454,0.3535289091986147,0.10761685851025674,0.5349229547571389,0.4056875271829442,0.755034611049981,0.03875829636074698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O,0.5084413646665412,0.8440623754140089,0.5631965890945301,0.6359382374876474,0.764166442647184,0.28628491670129563,0.8265831224049321,0.7618362578932484,0.640901873106426,0.2830022270714885,0.0513852789721091,0.24841603770924015,0.07945774260156152,0.6389945254718729,0.0,0.44485090018163703,0.038053600063278854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
C/C=C(/C=O)[C@](C)(CC(=O)OCCc1ccc(O)c(O)c1)/C(C(=O)OC)=C(\C)OC,0.26244182319771875,0.49013173018241984,0.6062433958152271,0.7118827703686019,0.4702807411357573,0.46873056257827,0.816371589389313,0.40464317870504124,0.47710360290632087,0.4949299257644327,0.15458876808765107,0.18915701238869648,0.2399098066987237,0.7702332311314506,0.0,0.6550953647063672,0.06906023715187644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
O=C1c2c(O)cccc2[C@H]([C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)c2cc(CO)cc(O)c21,0.2837582886637413,0.7143147069583244,0.743067460791805,0.7529870699353232,0.6078327963273377,0.5618386367875112,0.8570129705279965,0.2370787658449763,0.23959852337988213,0.5699795534444013,0.16664600067220336,0.11946276363440647,0.3515251101645958,0.9108585962860739,0.0,0.6826915005292439,0.20119079292715022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nc1nc(N)c(OC2OC(CO)C(O)C(O)C2O)c(=O)[nH]1,0.754551155621394,0.6787303110871526,0.7092147732747959,0.6889835015207846,0.5537337997922782,0.47954409677540344,0.865775506389699,0.2756577322020929,0.6056477708160514,0.42189764203548513,0.06244796854367719,0.07547829494815507,0.22626896114481326,0.8980278899457508,0.0,0.33815597694302707,0.09020112607592023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
C=CC/C(=N\OS(=O)(=O)O)S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.4268379691134207,0.7209341705491777,0.6749007215923127,0.662206511752335,0.6203918985430268,0.5567688782768763,0.8803871925403648,0.27160053330352124,0.4935044667141001,0.41770824323984357,0.09148312791023465,0.39090079947287937,0.2768204115836374,0.8808092238019863,0.0,0.2800823712567771,0.08738234088604774,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
COC(=O)C1=CO[C@@H](C)[C@@H](C=O)[C@@H]1CC(=O)O,0.2959669920992994,0.6980942222639771,0.5862772361800688,0.6997244839267653,0.41805764487694763,0.48307858317719227,0.7671610242765213,0.39076223503226565,0.5360377654150481,0.3491459746444877,0.07363204500005908,0.16570728469850338,0.2627257938095416,0.8158731063452533,0.0,0.5489986531732731,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
O=C1c2c(O)cccc2[C@H]([C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)c2cc(CO)cc(O)c21,0.2837582886637413,0.7143147069583244,0.743067460791805,0.7529870699353232,0.6078327963273377,0.5618386367875112,0.8570129705279965,0.2370787658449763,0.23959852337988213,0.5699795534444013,0.16664600067220336,0.11946276363440647,0.3515251101645958,0.9108585962860739,0.0,0.6826915005292439,0.20119079292715022,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
CC(=O)OC[C@@H]1O[C@](COC(C)=O)(O[C@@H]2O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,0.3365262102130401,0.7481746810598627,0.4621526752877042,0.5593605755151032,0.74200157736399,1.0,0.6559233420560824,0.12512545411293946,0.734029990622696,0.6981147858369487,0.16124475061672391,0.1447325449329176,0.2452939974276117,0.2715762467932527,0.0,0.47366145055426856,0.3865331099398132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
O=S(=O)(O)NC1CCCCC1,0.3680694437236243,0.7648398313978846,0.681157911080951,0.7416817943367578,0.5522441632729357,0.49277751722320645,0.8232215024101018,0.3145983417583737,0.7212035230366922,0.2285384049362447,0.04398067484747425,0.7074840719539119,0.10142327151759277,0.464142258032727,0.0,0.4083354789478412,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
O=C(N[C@@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0.48028007582626,0.7726194492149167,0.5982603300954008,0.5974130578494257,0.6564919168716361,0.5102837258077294,0.8162347696720488,0.2752292110850018,0.39622165017070393,0.3788892145794243,0.050501437874402415,0.22502965254852256,0.45285200481154697,0.9385778086839724,0.0,0.42827040744763034,0.05567100749998203,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O,0.5084413646665412,0.8440623754140089,0.5631965890945301,0.6359382374876474,0.764166442647184,0.28628491670129563,0.8265831224049321,0.7618362578932484,0.640901873106426,0.2830022270714885,0.0513852789721091,0.24841603770924015,0.07945774260156152,0.6389945254718729,0.0,0.44485090018163703,0.038053600063278854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
O=Cc1ccccc1O[C@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]1O,0.351551333983317,0.7469746120015992,0.6655169332836741,0.6605724742641564,0.6155905597998876,0.4692149962479102,0.8960382391670056,0.26840635410449726,0.3981922589359893,0.40781906506716903,0.059263603214699825,0.13278258543311242,0.2792929438276215,0.9471970063619948,0.0,0.5797798108073196,0.06518440751580175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1,0.2878301413907952,0.6539822056609714,0.6706645125622549,0.7065609673185367,0.5990603240067462,0.4641682014300099,0.7916629546551983,0.43345640760305104,0.5434620761874133,0.4476369169927335,0.15251791520208344,0.33263805646183014,0.16612770097429364,0.6680265577148493,0.4824835469930052,0.8498909131175406,0.07293606678795114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
O=S(=O)(O)NC1CCCCC1,0.3680694437236243,0.7648398313978846,0.681157911080951,0.7416817943367578,0.5522441632729357,0.49277751722320645,0.8232215024101018,0.3145983417583737,0.7212035230366922,0.2285384049362447,0.04398067484747425,0.7074840719539119,0.10142327151759277,0.464142258032727,0.0,0.4083354789478412,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
CCN(CC)CC(=O)Nc1c(C)cccc1C,0.3548514529982624,0.6765930876786165,0.6668725875673545,0.6900200607441723,0.5990519922984574,0.5897963758179383,0.8111897027876941,0.3476219315426732,0.621889894653273,0.34239599173519153,0.061761507466764454,0.3535289091986147,0.10761685851025674,0.5349229547571389,0.4056875271829442,0.755034611049981,0.03875829636074698,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
CC=C1C(O)OC=C(C(=O)OC)C1CC(=O)OCCc1ccc(O)cc1,0.2514486890705169,0.6982945562097918,0.5601109544509009,0.6075302470429058,0.4119147741774479,0.38177442339810264,0.796390105624679,0.3925783245314847,0.43154009694910356,0.46676676012878626,0.07807993093198803,0.17087591323352938,0.2917502555446017,0.857855749932476,0.0,0.6790792971602313,0.03981534080694916,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
OC[C@@H]1O[C@H](Oc2ccc(O)cc2)[C@H](O)[C@H](O)[C@@H]1O,0.4052912469904564,0.7493012757605496,0.6442015133933655,0.6327261057623276,0.6454127654769345,0.4663638237077711,0.878385344008925,0.3046600186825153,0.39949412988697186,0.39398880527185637,0.05278704260864226,0.13026632164613006,0.2431559101000508,0.9452580098672189,0.0,0.5543289756152929,0.05355691860757765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
O=C(N[C@@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0.48028007582626,0.7726194492149167,0.5982603300954008,0.5974130578494257,0.6564919168716361,0.5102837258077294,0.8162347696720488,0.2752292110850018,0.39622165017070393,0.3788892145794243,0.050501437874402415,0.22502965254852256,0.45285200481154697,0.9385778086839724,0.0,0.42827040744763034,0.05567100749998203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
CCOC(=O)c1ccc(O)c(O)c1,0.3043326597311029,0.7439035453046187,0.557653168101646,0.5720465556881618,0.6154785609365381,0.48021271921140735,0.8806058733166865,0.1902981976648192,0.362138429258151,0.283643803664116,0.019664810541285167,0.1482588132820986,0.3222863094471252,0.7932585829555072,0.0,0.6060870248265247,0.011979837056958141,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
C/C=C(/C=O)[C@](C)(CC(=O)OCCc1ccc(O)c(O)c1)/C(C(=O)OC)=C(\C)OC,0.26244182319771875,0.49013173018241984,0.6062433958152271,0.7118827703686019,0.4702807411357573,0.46873056257827,0.816371589389313,0.40464317870504124,0.47710360290632087,0.4949299257644327,0.15458876808765107,0.18915701238869648,0.2399098066987237,0.7702332311314506,0.0,0.6550953647063672,0.06906023715187644,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
CCOC(=O)c1ccc(O)c(O)c1,0.3043326597311029,0.7439035453046187,0.557653168101646,0.5720465556881618,0.6154785609365381,0.48021271921140735,0.8806058733166865,0.1902981976648192,0.362138429258151,0.283643803664116,0.019664810541285167,0.1482588132820986,0.3222863094471252,0.7932585829555072,0.0,0.6060870248265247,0.011979837056958141,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1,0.2878301413907952,0.6539822056609714,0.6706645125622549,0.7065609673185367,0.5990603240067462,0.4641682014300099,0.7916629546551983,0.43345640760305104,0.5434620761874133,0.4476369169927335,0.15251791520208344,0.33263805646183014,0.16612770097429364,0.6680265577148493,0.4824835469930052,0.8498909131175406,0.07293606678795114,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
O=C1c2c(O)cccc2[C@H]([C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)c2cc(CO)cc(O)c21,0.2837582886637413,0.7143147069583244,0.743067460791805,0.7529870699353232,0.6078327963273377,0.5618386367875112,0.8570129705279965,0.2370787658449763,0.23959852337988213,0.5699795534444013,0.16664600067220336,0.11946276363440647,0.3515251101645958,0.9108585962860739,0.0,0.6826915005292439,0.20119079292715022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
C/C=C(/C=O)[C@](C)(CC(=O)OCCc1ccc(O)c(O)c1)/C(C(=O)OC)=C(\C)OC,0.26244182319771875,0.49013173018241984,0.6062433958152271,0.7118827703686019,0.4702807411357573,0.46873056257827,0.816371589389313,0.40464317870504124,0.47710360290632087,0.4949299257644327,0.15458876808765107,0.18915701238869648,0.2399098066987237,0.7702332311314506,0.0,0.6550953647063672,0.06906023715187644,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
OC[C@H]1O[C@@H](Oc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O,0.3681940803118862,0.739892051030422,0.6732910926683429,0.6686418018254173,0.5913553359681837,0.48467531211646747,0.9157184579150728,0.2669527987193124,0.40903294841030263,0.3792742545220226,0.05001961796090392,0.15517324895897736,0.2328499778407459,0.943184723856965,0.0,0.6020324945962453,0.03734890376581073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
O=S(=O)(O)NC1CCCCC1,0.3680694437236243,0.7648398313978846,0.681157911080951,0.7416817943367578,0.5522441632729357,0.49277751722320645,0.8232215024101018,0.3145983417583737,0.7212035230366922,0.2285384049362447,0.04398067484747425,0.7074840719539119,0.10142327151759277,0.464142258032727,0.0,0.4083354789478412,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
O=S(=O)(O)NC1CCCCC1,0.3680694437236243,0.7648398313978846,0.681157911080951,0.7416817943367578,0.5522441632729357,0.49277751722320645,0.8232215024101018,0.3145983417583737,0.7212035230366922,0.2285384049362447,0.04398067484747425,0.7074840719539119,0.10142327151759277,0.464142258032727,0.0,0.4083354789478412,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
C/C=C(/C=O)[C@](C)(CC(=O)OCCc1ccc(O)c(O)c1)/C(C(=O)OC)=C(\C)OC,0.26244182319771875,0.49013173018241984,0.6062433958152271,0.7118827703686019,0.4702807411357573,0.46873056257827,0.816371589389313,0.40464317870504124,0.47710360290632087,0.4949299257644327,0.15458876808765107,0.18915701238869648,0.2399098066987237,0.7702332311314506,0.0,0.6550953647063672,0.06906023715187644,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
