,AATS1i,ATSC4d,ATSC4s,ATSC4pe,ATSC7are,ATSC3i,MATS3s,GATS3v,GATS1i,VR2_Dzm,Xpc-5dv,AXp-1dv,Mv,SIC4,EState_VSA7,AMID_C,GGI7,1,3,4,5,7,8,9,10,13,14,16,38,39,40,41,42,43,44,46,47,49,50,association
C[C@]12CC[C@H](O)C[C@@H]1CC[C@H]1[C@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,0.1664878835861999,0.5909224730127577,0.6232241954567265,0.6000639453521812,0.643798391885677,0.35537329478153873,0.8274257358082685,0.5063154601179859,0.4014363270326727,0.46541630459494204,0.4037423522556211,0.41205250617936573,0.07744051545777443,0.7323965949878467,0.0,0.9693452689538982,0.04686949456017602,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2,0.25240014451678794,0.7453148950924177,0.7597431903586888,0.8065256281401416,0.5112447675736795,0.5366945715753821,0.8157098094499503,0.34358157770940956,0.4974678817824409,0.43196967406367937,0.12075255144053523,0.27783146475445275,0.19075402468974548,0.8081774526364636,0.3839800990503055,0.8075920097100162,0.04686230378163044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
C=C1CC[C@H]2[C@](C)(CC[C@H](O)[C@@]2(C)CO)[C@@H]1C/C=C1\C(=O)OC[C@H]1O,0.243887552355203,0.5398273140901386,0.6879078266688129,0.6429932160045522,0.7299127097772024,0.28102905818766605,0.8569196742491226,0.5691286110476944,0.416134538616624,0.48721433656786517,0.36109715459305325,0.2930764574732017,0.13225869515251557,0.8028942723278422,0.16456795448927755,0.7878251745652114,0.08263642704595626,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
C=C1CC[C@H]2[C@](C)(CC[C@H](O)[C@@]2(C)CO)[C@@H]1C/C=C1\C(=O)OC[C@H]1O,0.243887552355203,0.5398273140901386,0.6879078266688129,0.6429932160045522,0.7299127097772024,0.28102905818766605,0.8569196742491226,0.5691286110476944,0.416134538616624,0.48721433656786517,0.36109715459305325,0.2930764574732017,0.13225869515251557,0.8028942723278422,0.16456795448927755,0.7878251745652114,0.08263642704595626,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
CC12CC(=O)c3occc3C1CCC13CC(CC(OC4OC(CO)C(O)C(O)C4O)C12)C(O)(CO)C3,0.27835534202721474,0.46070437156980343,0.7195418792765255,0.7356362343351268,0.3585694421204702,0.41085047928292584,0.895244324783157,0.48215371549973457,0.3963148376682169,0.6590356587775988,0.5073456444820611,0.21202550339455897,0.19710392439329177,0.8741516259016451,0.07679601981006111,0.722313317464099,0.2526623857565059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
CC(C)(O)/C=C/C(=O)[C@@](C)(O)[C@H]1[C@@H](O)C[C@@]2(C)[C@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@@]3(C)C(=O)C[C@@]12C,0.21456543285872084,0.33083455946526746,0.606960840399869,0.6505314015876009,0.41380173517859326,0.2976875143352521,0.8264708606577169,0.5779479373037728,0.3904295637814929,0.6404291509489386,0.7012929231026461,0.27546915309406345,0.14198034925340666,0.7031843574907674,0.3505989355055217,0.793520669084644,0.26144232636067505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
C=C1C(=O)O[C@H]2/C=C(/CO)CC/C=C(/C)C[C@@H](OC(=O)C(=C)[C@@H](O)CO)[C@@H]12,0.26359034612316284,0.9059712734652496,0.6364902835152835,0.678823412798859,0.5212113911769745,0.3089644862347008,0.881523895579077,0.44451251966387134,0.42181071520372626,0.48949898220946975,0.10691015643050282,0.20889043252208392,0.22650419658164808,0.8482156785617964,0.16456795448927755,0.6897255423070322,0.12368139098420186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
CC(C)C1=CC(=O)C(C)(C2C(O)CC3(C)C4CC=C5C(CCC(OC6OCC(O)C(O)C6OC6OC(C)C(O)C(O)C6O)C5(C)C)C4(C)C(=O)CC23C)O1,0.26327120704613427,0.21929719106302514,0.6410464622447266,0.6011019073141127,0.6836290153594172,0.42375648312867364,0.8846488947620216,0.46058571648457564,0.46780343814462316,0.8148243313287022,0.8197783485979834,0.2585203749391203,0.1388062838449622,0.7666762042453588,0.17529946775276084,0.7391047472648251,0.41490073130217814,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
CC1=C2[C@H]3OC(=O)[C@H](C)[C@H]3CC[C@@]2(C)C=CC1=O,0.1324890510781863,0.6281029271011279,0.5926546581049181,0.5925767438112725,0.58802238961394,0.360903529012816,0.835299859631523,0.4390710344078808,0.3749345945678556,0.4076799717860357,0.1933067003568514,0.25278606468969766,0.2499112309141903,0.7588927854673722,0.252217688365658,0.8426379179410446,0.011275140759490019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,0.24199969342389102,0.6937099431783763,0.5635860336303512,0.5880305150705878,0.41426352163961927,0.488120087050971,0.8306434770784121,0.15076704516217562,0.2571884670135164,0.5250334798983189,0.11025516124443145,0.04458096992157407,0.594376234134246,0.9108304295494554,0.0,0.6605197951630052,0.07400030201269892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
CC1=C2[C@H]3OC(=O)[C@H](C)[C@H]3CC[C@@]2(C)C=CC1=O,0.1324890510781863,0.6281029271011279,0.5926546581049181,0.5925767438112725,0.58802238961394,0.360903529012816,0.835299859631523,0.4390710344078808,0.3749345945678556,0.4076799717860357,0.1933067003568514,0.25278606468969766,0.2499112309141903,0.7588927854673722,0.252217688365658,0.8426379179410446,0.011275140759490019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@@H]1[C@H](O)C[C@]2(C)[C@H]3CC=C4[C@H](C[C@H](O)C(=O)C4(C)C)[C@@]3(C)C(=O)C[C@]12C,0.20888045965794264,0.19898045836515607,0.6194379164512307,0.6362898502412133,0.5127489089441792,0.4105559634956545,0.8207616560930768,0.5328476127676932,0.4204333173796971,0.6637417833400759,0.7250735521505831,0.26679111407870354,0.15593551929330848,0.7030621199902775,0.3505989355055217,0.7744700490800764,0.28681139306952763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
C=C(C)[C@@H]1[C@@H]2OC(=O)[C@H]1[C@@]1(O)C[C@@H]3O[C@@]34C(=O)O[C@@H]2[C@@]14C,0.19115268900412738,0.4223510065512028,0.668980186637014,0.7027567074900473,0.7904486878170977,0.3269386019171016,0.7890555235313024,0.4150323017297744,0.38942388487029633,0.49562844089570895,0.3624669295932966,0.13323142137351415,0.33916666539089674,0.8277974670563298,0.08764973387638042,0.6985827651658565,0.011275140759490019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
CC(C)C1=CC(=O)C(C)(C2C(O)CC3(C)C4CC=C5C(CCC(OC6OCC(O)C(O)C6OC6OC(C)C(O)C(O)C6O)C5(C)C)C4(C)C(=O)CC23C)O1,0.26327120704613427,0.21929719106302514,0.6410464622447266,0.6011019073141127,0.6836290153594172,0.42375648312867364,0.8846488947620216,0.46058571648457564,0.46780343814462316,0.8148243313287022,0.8197783485979834,0.2585203749391203,0.1388062838449622,0.7666762042453588,0.17529946775276084,0.7391047472648251,0.41490073130217814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@@H]2C1,0.2928404373952131,0.6321205372662516,0.667355266699183,0.6708839113536165,0.6217028497858366,0.41511679699407356,0.7965167916680868,0.4025989436579635,0.6460653638256565,0.4105999742956973,0.16932136598286285,0.45190341022359665,0.037307209945816606,0.3471588037598503,0.0,0.9472910264816486,0.009865748164553774,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCO[C@@H]6CC(=O)N2[C@H]1[C@@H]6[C@@H]5C[C@@H]43,0.22777087606647325,0.5351723371641295,0.6897728690654785,0.7431237722572144,0.5348168245520039,0.5080647003965008,0.8253697628055794,0.29565485083553245,0.5050197342396955,0.6102264794262043,0.36554759737732057,0.18885904002266443,0.2969300627213949,0.7719875743834306,0.07679601981006111,0.8477859203002203,0.1000884465761108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
CC12CC(=O)C3=C(CCO3)C1CCC13CC4CC(OC4(CO)C1)C32,0.15639046283164817,0.29141636898920514,0.6774706063911144,0.7157522546762208,0.6158349468390889,0.3707893361731321,0.8610934022008857,0.5018261223078051,0.37099428638661935,0.5421051854106269,0.49615488376268074,0.266755871852104,0.20448099196156175,0.8018865107066694,0.0,0.9039514488996934,0.07031862339735521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
O=C1CCC[C@@H]2[C@H]3CCC[N@]4CCC[C@@H](CN12)[C@@H]34,0.28767060426799423,0.5530421982335624,0.6498513131167325,0.6445623624911532,0.633207464382611,0.46988474095524174,0.8276262605364498,0.3324460465022759,0.6286700858251494,0.421782193669202,0.18067225721738345,0.39191612408826243,0.09451088381879992,0.6745518458403119,0.0,0.8779259364928156,0.011275140759490019,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
C=C(C)[C@@H]1[C@@H]2OC(=O)[C@H]1[C@@]1(O)C[C@@H]3O[C@@]34C(=O)O[C@@H]2[C@@]14C,0.19115268900412738,0.4223510065512028,0.668980186637014,0.7027567074900473,0.7904486878170977,0.3269386019171016,0.7890555235313024,0.4150323017297744,0.38942388487029633,0.49562844089570895,0.3624669295932966,0.13323142137351415,0.33916666539089674,0.8277974670563298,0.08764973387638042,0.6985827651658565,0.011275140759490019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
CC1(C)OC(=O)CC(O)C2(C)C1CC(=O)C1(C)C2CCC2(C)C(c3ccoc3)OC(=O)C3OC321,0.18827881246851302,0.0,0.661180998640582,0.6219463194808621,0.6118056041586433,0.3849678716397257,0.8046133542295807,0.4258186647033938,0.42888348951986865,0.6416146780991216,0.6591062891820323,0.19958357982627473,0.25072342900136746,0.755041432076964,0.43824866938190205,0.7547310121401668,0.1909726966138624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
C=C1C(=O)O[C@H]2[C@H]3C(C)=CC[C@@]34O[C@@]4(C)CC[C@@H]12,0.14297623058539383,0.579827717806128,0.6406343549039879,0.6597748264324176,0.5769494235845188,0.390146973793554,0.8382370531016826,0.4216047125510603,0.3880010029023793,0.42989829826332504,0.22137924499601003,0.22797645023631843,0.2499112309141903,0.7688578654609088,0.0,0.8504517673682447,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@H](O)C[C@]2(C)[C@H]1CC[C@@]2(O)C(=O)CO,0.205041591800166,0.36030221705954213,0.6372811789235441,0.6350220860644553,0.7696216151124285,0.41146717469294025,0.8729451258678774,0.4753408470624207,0.3620554368432397,0.5254734912726723,0.46136702923368506,0.2947286891380576,0.15746995281573212,0.8072805579213181,0.08764973387638042,0.8258497285855848,0.09619823538294492,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
C[C@H]1C[C@@H]([C@@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1,0.2893100702690688,0.6633806778828012,0.7301288947563289,0.7799429544992255,0.6066450566776876,0.381188521813315,0.7820895295025997,0.48736160929294114,0.49310845556617144,0.39588568452047473,0.12422899071599848,0.3236013762515461,0.1371757312716279,0.6892710191193145,0.08764973387638042,0.7067268205747306,0.052499874161375464,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
C[C@@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.38734837059731986,0.800974304843141,0.8070744566252128,0.9404988580557567,0.6418853780982006,0.6742597446633594,0.8438611615225842,0.23228296003084636,0.5054180094267008,0.5388038137670463,0.12955225501524656,0.15104137333643725,0.32672399291021625,0.695313270984589,0.2388978716167617,0.6500206643600592,0.09125817052212244,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
CC1=CC[C@@]23O[C@]2(C)CC[C@H]2[C@H](OC(=O)[C@@H]2C)[C@H]13,0.16202548714169995,0.5805784281477415,0.6413851581875022,0.6471883768272572,0.5805001342425962,0.41219285453220994,0.8026554124947568,0.4189955972935362,0.42488228409123496,0.4333829415969812,0.23732521386352334,0.27258856331855635,0.1901346007133624,0.7503375381615293,0.08764973387638042,0.8504517673682449,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
CC[C@H](C)C(=O)C1=C(O)[C@](O)(C(=O)CC=C(C)C)[C@H](CC=C(C)C)C1=O,0.21781961434832434,0.8644178341110733,0.8441720357354559,0.8766344978245563,0.20465241647753618,0.2391460179005317,0.8685597833324881,0.4607488658079498,0.4195735648967716,0.47999000912685896,0.13430652017790423,0.30610381717025087,0.1574699528157325,0.5276078825464274,0.3505989355055217,0.7432188042862357,0.09901702057281742,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,0.24199969342389102,0.6937099431783763,0.5635860336303512,0.5880305150705878,0.41426352163961927,0.488120087050971,0.8306434770784121,0.15076704516217562,0.2571884670135164,0.5250334798983189,0.11025516124443145,0.04458096992157407,0.594376234134246,0.9108304295494554,0.0,0.6605197951630052,0.07400030201269892,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
O=C1C[C@H]2OCC=C3C[N@]4CC[C@]56c7ccccc7N1[C@H]5[C@@H]2[C@H]3C[C@H]46,0.18102119382374698,0.4341411106584671,0.6916822872557314,0.7336305420186934,0.5716398983488047,0.47182179914413513,0.8057100132555756,0.2805948078894064,0.43579191660830163,0.5601860797905343,0.3503011641678656,0.2068129198659668,0.33189870125244025,0.8870680654762331,0.0,0.9322325538013163,0.02079573155385533,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@H](C=C(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@@]12C,0.2014182635583617,0.23028954957841827,0.6252616460529156,0.6509625601844307,0.48814359037456656,0.39012086666698137,0.8249743228529611,0.5301307546511728,0.4017996030932537,0.663290250912562,0.6973724237625806,0.2477969915868347,0.18073981125032829,0.7035288848031567,0.3398674222420384,0.7744700490800764,0.28681139306952763,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)CC[C@H]12,0.15739340459167556,0.8354312976743553,0.6502836534863392,0.6698719781164901,0.5311407838175078,0.3405719526848882,0.8644847175850606,0.5050800308058442,0.41223638060692275,0.35248831466104713,0.07499554606608012,0.31566814905423307,0.17923127622138812,0.6748393019749571,0.0,0.8826386774087915,0.013921347264268299,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
S=C1NCCN1,0.7400636296611013,0.8401987242394505,0.6727929668357976,0.7195003788838025,0.6326938982812045,0.5833067187410343,0.6884718024943628,0.23482518679001924,0.48922159999699183,0.12236801085670836,0.010283151669583004,0.4266056655829675,0.24662914687218565,0.7715561736794704,0.0,0.327392282198943,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
C=C1C(=O)O[C@H]2[C@H]3C(C)=CC[C@@]34O[C@@]4(C)CC[C@@H]12,0.14297623058539383,0.579827717806128,0.6406343549039879,0.6597748264324176,0.5769494235845188,0.390146973793554,0.8382370531016826,0.4216047125510603,0.3880010029023793,0.42989829826332504,0.22137924499601003,0.22797645023631843,0.2499112309141903,0.7688578654609088,0.0,0.8504517673682447,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
CC(C)(O)[C@H]1[C@H]2OC(=O)[C@@H]1[C@@]1(O)C[C@H]3O[C@]34C(=O)O[C@@H]2[C@@]41C,0.2410891888611134,0.426303361138371,0.6748058984747352,0.7699654911725652,0.8731683488762635,0.34354868011514733,0.757536064364684,0.46243970037709853,0.4174435248405369,0.5092073224620094,0.3957521995537509,0.14257614307505267,0.2842758685144143,0.7199532357221727,0.0,0.6522410562021735,0.01691271113923504,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
CCCCCC(=O)N[C@@H]1CCOC1=O,0.3649258600247594,0.8212482601640628,0.6102876615839532,0.6461612462098854,0.5408496310859263,0.5119144067416513,0.816366121646649,0.2203019224396754,0.6464035120748858,0.2896231742539329,0.02102713541542778,0.3798020081684919,0.09353618302289377,0.7319647527298909,0.0,0.6242728578733272,0.01462604356173642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
CCCCCC(=O)N[C@@H]1CCOC1=O,0.3649258600247594,0.8212482601640628,0.6102876615839532,0.6461612462098854,0.5408496310859263,0.5119144067416513,0.816366121646649,0.2203019224396754,0.6464035120748858,0.2896231742539329,0.02102713541542778,0.3798020081684919,0.09353618302289377,0.7319647527298909,0.0,0.6242728578733272,0.01462604356173642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0.2116374252831214,0.7945253020596995,0.6165004780835585,0.6135808032639214,0.5271378739973069,0.4676348268163463,0.8169383857757861,0.3363786002141992,0.3258860047322347,0.4791516771397792,0.10512384586753776,0.2644470820909322,0.3303874126453621,0.767814418015507,0.30718407924024443,0.8030402700085644,0.046157607484162304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
CC(C)(O)/C=C/C(=O)[C@@](C)(O)[C@H]1[C@@H](O)C[C@]2(C)[C@H]3CC=C4[C@H](C=C(O)C(=O)C4(C)C)[C@@]3(C)C(=O)C[C@]12C,0.20678688268479664,0.3642777139807524,0.6136141085023364,0.6657449264291497,0.3911728076287396,0.27517755287615553,0.8309728780819355,0.5761619359544599,0.37013044106475657,0.6400911902120251,0.6735917947146436,0.25505047141530446,0.16800123766239258,0.703795753488715,0.3398674222420384,0.793520669084644,0.26144232636067505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@H](O)C[C@]2(C)[C@H]1CC[C@@]2(O)C(=O)CO,0.205041591800166,0.36030221705954213,0.6372811789235441,0.6350220860644553,0.7696216151124285,0.41146717469294025,0.8729451258678774,0.4753408470624207,0.3620554368432397,0.5254734912726723,0.46136702923368506,0.2947286891380576,0.15746995281573212,0.8072805579213181,0.08764973387638042,0.8258497285855848,0.09619823538294492,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2,0.25240014451678794,0.7453148950924177,0.7597431903586888,0.8065256281401416,0.5112447675736795,0.5366945715753821,0.8157098094499503,0.34358157770940956,0.4974678817824409,0.43196967406367937,0.12075255144053523,0.27783146475445275,0.19075402468974548,0.8081774526364636,0.3839800990503055,0.8075920097100162,0.04686230378163044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
C=C1C(=O)O[C@H]2[C@H]1[C@@H](O)CC(=C)[C@H]1CC(=O)[C@H](C)[C@@H]21,0.17277630824901083,0.5983910162715563,0.6211877433263987,0.6578708144121481,0.6957670287747099,0.3678050323292773,0.8059717549394362,0.43138693178249066,0.3636187353750623,0.41432940635133864,0.17664394900430386,0.22017674668683312,0.25919897080614246,0.8374196509874791,0.08764973387638042,0.7821747099866967,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
O=C1CCCCCN1,0.40789295165417006,0.7517272922505635,0.6463877725630931,0.6688400346769592,0.6326938982812045,0.5173930068650419,0.7984376942989396,0.19175776675738898,0.6240875498068704,0.16221236374372666,0.004847524185021273,0.4527593478033365,0.0448009694797702,0.6955930249620292,0.0,0.6857358632205047,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2,0.25240014451678794,0.7453148950924177,0.7597431903586888,0.8065256281401416,0.5112447675736795,0.5366945715753821,0.8157098094499503,0.34358157770940956,0.4974678817824409,0.43196967406367937,0.12075255144053523,0.27783146475445275,0.19075402468974548,0.8081774526364636,0.3839800990503055,0.8075920097100162,0.04686230378163044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
C=C1CC[C@H]2C(=C)C(=O)O[C@@H]2/C=C(\C)CC[C@H]1OO,0.23475023164157266,0.8200396606488553,0.6258449749163028,0.6030487652912812,0.5403710081950895,0.3399127674403778,0.8480908233837126,0.4941970948309874,0.3895944466546375,0.37777008048988076,0.08472811999890359,0.25030033916818883,0.20047878035959463,0.8002971953506751,0.16456795448927755,0.7588609297902872,0.04052722788296288,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
C=C1CC[C@H]2C(=C)C(=O)O[C@@H]2/C=C(\C)CC[C@H]1OO,0.23475023164157266,0.8200396606488553,0.6258449749163028,0.6030487652912812,0.5403710081950895,0.3399127674403778,0.8480908233837126,0.4941970948309874,0.3895944466546375,0.37777008048988076,0.08472811999890359,0.25030033916818883,0.20047878035959463,0.8002971953506751,0.16456795448927755,0.7588609297902872,0.04052722788296288,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
CC(C)(O)/C=C/C(=O)[C@@](C)(O)[C@H]1[C@@H](O)C[C@@]2(C)[C@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@@]3(C)C(=O)C[C@@]12C,0.21456543285872084,0.33083455946526746,0.606960840399869,0.6505314015876009,0.41380173517859326,0.2976875143352521,0.8264708606577169,0.5779479373037728,0.3904295637814929,0.6404291509489386,0.7012929231026461,0.27546915309406345,0.14198034925340666,0.7031843574907674,0.3505989355055217,0.793520669084644,0.26144232636067505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
C[C@H]1C[C@@H]([C@@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1,0.2893100702690688,0.6633806778828012,0.7301288947563289,0.7799429544992255,0.6066450566776876,0.381188521813315,0.7820895295025997,0.48736160929294114,0.49310845556617144,0.39588568452047473,0.12422899071599848,0.3236013762515461,0.1371757312716279,0.6892710191193145,0.08764973387638042,0.7067268205747306,0.052499874161375464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@H](C=C(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@@]12C,0.2014182635583617,0.23028954957841827,0.6252616460529156,0.6509625601844307,0.48814359037456656,0.39012086666698137,0.8249743228529611,0.5301307546511728,0.4017996030932537,0.663290250912562,0.6973724237625806,0.2477969915868347,0.18073981125032829,0.7035288848031567,0.3398674222420384,0.7744700490800764,0.28681139306952763,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
C=C1C(=O)O[C@H]2[C@H]1[C@@H](O)CC(=C)[C@H]1CC(=O)[C@H](C)[C@@H]21,0.17277630824901083,0.5983910162715563,0.6211877433263987,0.6578708144121481,0.6957670287747099,0.3678050323292773,0.8059717549394362,0.43138693178249066,0.3636187353750623,0.41432940635133864,0.17664394900430386,0.22017674668683312,0.25919897080614246,0.8374196509874791,0.08764973387638042,0.7821747099866967,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
C=C1C(=O)O[C@H]2[C@H]1[C@@H](O)CC(=C)[C@H]1CC(=O)[C@H](C)[C@@H]21,0.17277630824901083,0.5983910162715563,0.6211877433263987,0.6578708144121481,0.6957670287747099,0.3678050323292773,0.8059717549394362,0.43138693178249066,0.3636187353750623,0.41432940635133864,0.17664394900430386,0.22017674668683312,0.25919897080614246,0.8374196509874791,0.08764973387638042,0.7821747099866967,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@@H]1[C@H](O)C[C@]2(C)[C@H]3CC=C4[C@H](C[C@H](O)C(=O)C4(C)C)[C@@]3(C)C(=O)C[C@]12C,0.20888045965794264,0.19898045836515607,0.6194379164512307,0.6362898502412133,0.5127489089441792,0.4105559634956545,0.8207616560930768,0.5328476127676932,0.4204333173796971,0.6637417833400759,0.7250735521505831,0.26679111407870354,0.15593551929330848,0.7030621199902775,0.3505989355055217,0.7744700490800764,0.28681139306952763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
CC(=O)O[C@@H]1C[C@]2(C)[C@H](CC[C@H](O)[C@]2(C)O)[C@@](C=O)(C[C@@H](O)c2ccoc2)[C@@H]1C,0.2567007478478029,0.5420056681714449,0.5453404627742315,0.5610947343856761,0.6387644360547794,0.41702105949494833,0.8167284889110565,0.4906235080664935,0.45052634044080836,0.5373972932006685,0.4110803208122618,0.25446796113872977,0.16029233131153198,0.8165047255668203,0.17529946775276084,0.7214586569349601,0.13301502153638178,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@H](O)C[C@]2(C)[C@H]1CC[C@@]2(O)C(=O)CO,0.205041591800166,0.36030221705954213,0.6372811789235441,0.6350220860644553,0.7696216151124285,0.41146717469294025,0.8729451258678774,0.4753408470624207,0.3620554368432397,0.5254734912726723,0.46136702923368506,0.2947286891380576,0.15746995281573212,0.8072805579213181,0.08764973387638042,0.8258497285855848,0.09619823538294492,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
